"MonthlyRevenue","IncomeGroup","AgeHH1","fit.cluster"
44.99,7,44,2
95.86,7,30,1
60.56,7,56,2
52.33,1,26,2
35.24,7,52,2
35.67,8,68,2
35.48,9,48,2
101.56,6,52,1
35.3,6,64,2
35.24,6,40,2
75.77,0,26,1
79.24,3,26,1
45.7,1,20,2
94.28,1,24,1
35.24,1,28,2
45.34,1,34,2
92.05,7,34,1
49.48,7,60,2
30.51,5,62,2
98.64,5,30,1
26.33,2,46,2
22.91,6,50,2
34.99,9,46,2
49.06,9,30,2
45.84,9,56,2
17.29,9,46,2
39.98,6,28,2
43.25,7,44,2
79.31,7,54,1
59.99,6,42,2
44.99,7,54,2
31.5,9,54,2
42.03,3,22,2
72.43,6,26,1
43.27,7,42,2
85.12,7,46,1
42.03,7,38,2
10.54,6,42,2
29.99,5,40,2
168.29,1,26,3
49.16,9,36,2
37.28,1,44,2
59.44,7,76,2
61.78,2,38,1
14,6,56,2
60.48,7,42,2
38.02,4,28,2
68.06,3,50,1
38.99,7,42,2
69.19,7,54,1
38.46,3,30,2
64.95,6,30,1
32.49,5,44,2
36.31,7,46,2
34.99,4,48,2
66.35,6,48,1
22.09,4,42,2
35.09,5,52,2
42.13,5,34,2
46.37,7,46,2
32.01,7,40,2
68.03,6,44,1
63.61,7,52,1
62.49,4,34,1
34.99,5,68,2
48.95,1,56,2
44.97,3,52,2
151,7,60,3
34.99,7,58,2
57.62,3,88,2
46.85,6,50,2
39.26,7,32,2
50.29,9,70,2
51.98,2,66,2
10.1,9,56,2
29.99,7,36,2
15.12,6,50,2
72.17,5,34,1
37.62,5,46,2
32.89,6,50,2
52.57,3,58,2
109.39,6,42,1
104.62,7,56,1
38.07,9,26,2
37.53,5,50,2
47.86,8,36,2
20.17,6,56,2
35.09,6,48,2
38.84,6,28,2
73.45,6,38,1
29.99,7,58,2
30.26,6,64,2
57.82,5,50,2
81.11,9,50,1
34.99,8,50,2
66.54,8,56,1
12.03,4,48,2
15.87,4,48,2
51.17,2,52,2
34.99,6,54,2
109.56,0,30,1
35.4,4,42,2
62.99,1,52,1
94.81,4,30,1
34.99,6,46,2
7.5,0,28,2
34.99,6,32,2
10,9,44,2
63.3,3,36,1
64.47,7,46,1
66.78,5,46,1
55.79,4,52,2
75.48,8,52,1
46.51,9,60,2
42.2,9,44,2
19.99,6,34,2
14.17,3,48,2
46.28,9,52,2
37.67,3,38,2
34.47,6,28,2
35.99,7,30,2
26.24,8,56,2
37.79,6,48,2
12.44,6,36,2
97.58,1,34,1
30.28,5,42,2
35.63,4,42,2
58.63,3,38,2
31.45,4,44,2
89.09,0,30,1
40.4,5,52,2
52.4,7,24,2
50.38,8,48,2
10.59,6,42,2
67.64,8,56,1
36.23,7,50,2
30.48,5,38,2
59.12,9,40,2
49.77,7,48,2
60.09,4,42,2
28.38,6,40,2
38.94,8,36,2
40.66,9,68,2
13.62,1,60,2
56.98,7,40,2
78.42,4,64,1
79.41,5,40,1
29.99,6,46,2
53.99,3,30,2
69.49,7,26,1
52.92,9,38,2
23.56,8,62,2
39.63,6,70,2
29.99,6,62,2
21.77,8,40,2
29.99,9,70,2
42.57,6,56,2
30.26,7,36,2
37.95,5,64,2
51.08,4,46,2
29.99,9,76,2
132.54,9,44,1
35.3,5,66,2
38.83,6,44,2
16.14,9,44,2
69.33,6,56,1
29.99,6,40,2
47.2,3,40,2
20.39,9,38,2
81.41,4,58,1
46.62,7,28,2
50.52,4,28,2
86.19,7,48,1
56.36,4,76,2
82.38,8,50,1
29.99,3,40,2
34.99,9,38,2
49.37,6,42,2
39.96,7,50,2
30.67,8,62,2
50.44,4,34,2
35.3,7,54,2
33.06,7,56,2
91.99,6,36,1
10.45,6,32,2
36.05,9,42,2
36.24,5,56,2
10.34,8,52,2
90.12,6,70,1
42.31,7,50,2
96.72,7,32,1
42.99,1,74,2
49.4,4,46,2
123.51,6,34,1
141.45,6,28,1
29.99,4,38,2
37.91,9,36,2
67.53,6,34,1
26.24,5,40,2
51.23,4,54,2
36.24,6,50,2
37.79,9,46,2
94.79,0,30,1
40.8,6,64,2
49.99,5,42,2
47.04,7,46,2
95.36,3,42,1
39.3,4,78,2
49.82,6,46,2
61.31,4,52,2
127.58,6,46,1
13.32,6,54,2
34.99,7,42,2
43.15,6,38,2
45.08,6,44,2
29.71,4,34,2
47.22,6,48,2
39.86,1,56,2
62.62,7,46,1
84.22,9,32,1
36.3,6,44,2
63.16,3,44,1
46.66,6,42,2
38.16,6,44,2
43.56,6,38,2
40.39,5,28,2
57.83,5,26,2
24.89,1,38,2
36.44,6,32,2
52.91,6,28,2
31.59,9,36,2
35.24,5,42,2
35.82,6,42,2
36.23,2,26,2
51.15,6,30,2
35.99,7,52,2
61.88,6,48,1
35.24,1,54,2
34.99,6,52,2
16.71,9,40,2
43.46,3,28,2
38.99,9,46,2
40.98,5,52,2
10.74,6,38,2
38.75,7,54,2
38.99,6,42,2
64.19,5,42,1
34.99,7,46,2
45.42,2,28,2
19.99,3,64,2
47.06,6,36,2
35.88,6,54,2
32.57,6,54,2
42.44,5,36,2
63.8,8,70,1
10.59,5,42,2
57.13,1,48,2
65.47,6,48,1
34.99,4,56,2
10,5,24,2
64.96,7,38,1
36.54,7,66,2
63.81,3,38,1
62.53,6,58,1
67.49,9,56,1
60.53,8,48,2
10,6,56,2
42.13,7,22,2
52.04,6,46,2
30.26,9,42,2
45.44,7,44,2
35.48,7,54,2
36.53,9,64,2
22.49,5,32,2
49.08,1,26,2
10,7,44,2
22.18,4,30,2
67.59,7,36,1
29.99,4,48,2
32.39,8,64,2
41.2,7,38,2
85.73,3,54,1
32.97,0,62,2
39.99,9,56,2
35.3,4,52,2
35.28,7,44,2
82.06,5,40,1
52.45,5,22,2
40.2,4,60,2
85.56,7,44,1
17.5,5,42,2
36.69,6,42,2
35.3,1,64,2
42.49,9,42,2
34.99,6,44,2
43.02,7,22,2
42,8,38,2
14.34,8,36,2
77.44,9,28,1
51.29,5,32,2
36.73,7,50,2
11.35,6,56,2
55.65,4,42,2
42.49,4,26,2
60.53,7,46,2
71.62,6,36,1
52.78,6,46,2
66.69,6,46,1
60.15,9,84,2
111.34,9,32,1
73.42,0,36,1
60.09,2,54,2
11.24,8,46,2
40.5,7,48,2
104.5,4,72,1
34.99,6,48,2
18.75,8,56,2
37.54,4,50,2
37.17,7,56,2
52.19,4,22,2
40.29,3,46,2
77.71,6,54,1
38.99,1,28,2
35.48,5,46,2
32.86,2,30,2
46.07,6,40,2
42.74,6,38,2
35.09,6,32,2
73.23,7,30,1
48.78,4,32,2
95.37,9,38,1
36.75,5,30,2
38.28,0,44,2
10.16,7,44,2
44.71,1,52,2
60.69,4,58,2
35.3,4,64,2
34.99,6,42,2
48.88,9,34,2
53.95,4,38,2
39.34,8,52,2
105.27,5,28,1
39.19,9,42,2
40.3,6,46,2
29.99,4,76,2
43.28,4,34,2
132.68,5,32,1
55.81,4,40,2
48.73,8,38,2
42.34,6,46,2
10,4,62,2
38.65,9,50,2
54.29,8,20,2
45.25,2,52,2
30.51,7,70,2
39.58,1,24,2
60.47,6,52,2
40.23,4,50,2
29.12,9,62,2
40.91,2,34,2
51.37,0,58,2
62.42,7,38,1
38.84,9,40,2
37.48,5,54,2
41.92,5,42,2
34.44,4,42,2
87.74,1,78,1
44.26,6,58,2
35.19,5,64,2
59.19,7,42,2
60.18,1,50,2
50.98,5,56,2
43.79,6,38,2
65.76,0,22,1
38.62,4,34,2
33.02,6,52,2
149.03,6,34,3
49.73,4,42,2
36.83,6,32,2
29.99,8,36,2
12.1,9,34,2
43.33,6,44,2
44.06,9,48,2
83.15,9,54,1
41.45,4,38,2
32.92,6,46,2
51.56,3,34,2
42.85,7,44,2
49.99,5,22,2
33.6,7,56,2
27.87,0,44,2
17.8,4,46,2
36.83,6,58,2
28.25,3,24,2
32.61,1,32,2
53.34,3,28,2
33.92,4,44,2
101.78,4,50,1
31.02,6,40,2
59.99,4,32,2
33.23,6,40,2
14.24,6,34,2
49.15,9,52,2
30.34,8,34,2
50.48,7,44,2
10.41,6,52,2
34.99,4,66,2
40.93,6,52,2
35.09,7,48,2
29.99,1,76,2
34.89,3,44,2
38.77,9,54,2
43.57,6,58,2
29.99,8,40,2
11.77,9,44,2
95.43,9,42,1
10,8,48,2
32.76,3,58,2
43.94,6,52,2
34.99,6,52,2
35.24,6,54,2
30.38,5,72,2
38.99,6,28,2
29.99,9,42,2
21.25,6,64,2
41.01,6,44,2
30.08,0,44,2
63.99,6,44,1
33.01,6,32,2
50.73,5,42,2
41.45,1,38,2
31.21,4,34,2
61.15,5,60,2
57.87,9,46,2
52.47,6,36,2
60.67,9,46,2
30.26,7,50,2
67.45,9,26,1
36.35,3,24,2
55.32,0,26,2
63.99,5,44,1
48.42,4,60,2
37.8,4,46,2
51.44,1,38,2
47.03,5,28,2
60.98,4,36,1
35.24,3,76,2
36.96,8,30,2
31.91,5,30,2
13.61,6,26,2
35.23,6,30,2
36.3,6,42,2
45.97,4,48,2
75.67,6,26,1
36.8,6,50,2
37.06,5,32,2
43.41,4,24,2
29.99,7,50,2
56.6,1,28,2
44.3,6,44,2
36.99,6,34,2
41.52,6,42,2
49.75,6,40,2
43.65,5,52,2
34.48,5,42,2
64.61,1,68,1
33.67,0,48,2
65.8,5,56,1
30.8,4,52,2
42.91,8,38,2
54.72,5,52,2
36.93,9,40,2
35.27,6,48,2
29.99,7,66,2
10.49,6,56,2
46.68,2,32,2
34.99,6,52,2
30.58,6,26,2
60.53,1,52,2
10.53,6,46,2
36.31,7,38,2
38.08,5,46,2
23.95,6,30,2
39.3,6,38,2
38.57,3,26,2
30.24,3,40,2
34.99,6,40,2
36.96,7,44,2
53.34,1,56,2
39.97,7,50,2
36.15,5,38,2
55.6,6,36,2
34.99,7,34,2
16.22,4,30,2
37.8,5,42,2
34.99,6,68,2
37.5,9,40,2
36.35,6,50,2
39.38,9,46,2
10.68,6,40,2
31.11,4,88,2
44.99,7,54,2
74.75,6,42,1
10.09,4,42,2
34.99,4,34,2
18.14,8,52,2
49.34,6,40,2
35.68,6,26,2
35.11,6,50,2
20.43,6,54,2
20.97,5,34,2
76.23,7,48,1
14.44,5,32,2
83.16,6,48,1
58.61,5,28,2
81.23,6,48,1
28.79,9,50,2
50.62,1,50,2
50.87,6,42,2
37.45,7,60,2
59.64,6,54,2
42.78,4,48,2
10.49,1,40,2
63.73,6,60,1
51.49,3,46,2
55.33,2,52,2
35.09,6,42,2
101.95,4,46,1
38.99,2,44,2
32.49,7,42,2
34.99,3,58,2
59.99,6,44,2
30.67,4,34,2
36.64,3,66,2
16.48,6,36,2
68.14,2,42,1
39.09,9,38,2
60.14,8,46,2
10,7,50,2
87.16,8,28,1
10.16,6,36,2
35.3,4,46,2
20.01,6,54,2
42.22,7,54,2
84.14,2,30,1
51.55,6,60,2
10.14,6,28,2
37.49,5,60,2
43.25,2,26,2
29.99,7,60,2
19.99,9,60,2
60.48,6,52,2
55.84,6,34,2
38.99,0,56,2
58.7,4,30,2
10,5,46,2
70.04,9,52,1
10,3,54,2
34.99,7,48,2
36.08,8,30,2
55.67,3,32,2
35.98,9,38,2
40.24,4,30,2
36.91,6,42,2
42.22,5,50,2
73.96,4,52,1
54.39,3,42,2
10.25,6,40,2
42.51,3,46,2
63.74,9,54,1
52.59,5,56,2
53.36,7,46,2
11.05,8,32,2
67.31,7,42,1
34.09,9,74,2
37.61,4,32,2
35.3,5,56,2
67.08,1,36,1
71.46,1,42,1
101.65,8,54,1
63.97,7,46,1
89.36,9,62,1
10.94,6,46,2
38.74,7,42,2
29.99,7,56,2
49.62,3,26,2
44.99,7,44,2
54.18,6,44,2
35.3,9,46,2
60.73,6,50,2
36.16,6,54,2
36.05,6,44,2
34.99,2,50,2
13.19,6,50,2
86.81,6,40,1
50.01,3,58,2
58.38,7,66,2
44.66,4,54,2
34.99,8,56,2
103.33,8,50,1
29.71,8,40,2
53.24,3,44,2
39.24,7,34,2
45.33,7,46,2
124.2,6,54,1
41.23,6,38,2
30.08,6,40,2
75.49,5,28,1
22.6,6,40,2
50.23,6,58,2
59.99,6,34,2
29.99,2,34,2
30.73,8,56,2
85.25,4,54,1
33.48,1,44,2
47.04,1,30,2
39.99,6,52,2
35.44,7,26,2
34.99,7,46,2
49.72,5,32,2
101.51,8,50,1
35.4,4,36,2
35.38,8,56,2
57.49,6,40,2
35.5,6,42,2
47.25,6,58,2
40.09,9,66,2
36.73,3,26,2
67.41,1,58,1
34.99,5,40,2
37.34,5,42,2
34.99,6,50,2
40.18,4,46,2
26.24,8,40,2
23.7,8,44,2
43.99,6,50,2
70.62,9,44,1
122.37,6,34,1
39.66,6,48,2
57.29,8,66,2
15.19,7,54,2
34.99,5,68,2
49.24,2,40,2
48.83,2,42,2
44.86,8,60,2
32.31,5,56,2
45.5,3,54,2
64.99,9,38,1
10,7,36,2
49.34,0,62,2
36.17,9,42,2
63.37,6,40,1
71.17,5,44,1
42.78,6,54,2
46.95,5,48,2
29.99,4,30,2
40.82,7,52,2
34.99,9,66,2
33.67,5,56,2
34,3,52,2
35.28,3,58,2
57.66,5,52,2
29.99,2,38,2
34.99,6,42,2
56.3,9,50,2
59.99,4,70,2
51.79,3,28,2
58.79,7,28,2
36.33,3,74,2
33.3,9,46,2
38.05,4,50,2
55.69,4,48,2
30.31,5,46,2
89.51,9,38,1
50.87,7,32,2
15.28,5,42,2
36.65,6,58,2
10.22,5,50,2
30.26,6,50,2
35.56,7,78,2
70.5,5,32,1
40.91,5,52,2
70.56,4,44,1
46.82,7,44,2
35.24,7,32,2
37.8,7,86,2
55.27,7,32,2
35.63,4,28,2
41.78,1,28,2
34.46,9,46,2
41.8,6,38,2
65.42,7,48,1
40.34,6,76,2
10.44,7,48,2
35.73,4,34,2
35.73,5,32,2
50.12,6,42,2
53.84,5,52,2
49.24,5,42,2
40.9,7,50,2
45.98,2,72,2
37.8,6,34,2
60.92,6,46,2
48.89,1,26,2
34.24,8,60,2
36.4,7,26,2
61.93,8,20,1
10,9,48,2
43.04,7,42,2
40.04,5,38,2
36.16,7,64,2
54.67,0,46,2
42.73,9,44,2
76.72,6,36,1
46.19,9,56,2
109.66,4,38,1
35.51,7,46,2
57.43,5,44,2
29.99,6,48,2
39.06,4,26,2
37.53,7,42,2
42.1,1,46,2
37.55,4,36,2
56.41,6,46,2
35.98,7,52,2
35.13,9,50,2
34.99,6,40,2
38.88,6,36,2
88.69,7,48,1
39.48,5,42,2
39.56,6,22,2
48.56,9,42,2
36.1,6,46,2
70.39,5,36,1
44.42,7,48,2
46.77,4,48,2
41.65,4,38,2
50.31,6,58,2
41.44,4,26,2
52.49,9,46,2
10,6,44,2
51.38,7,72,2
105.98,6,60,1
44.91,5,46,2
92.09,6,46,1
36.4,7,68,2
40.68,7,34,2
69.17,5,42,1
44.99,8,48,2
43.45,7,68,2
36.21,6,46,2
35.28,7,46,2
10.22,5,36,2
35.3,4,40,2
10,9,54,2
32.54,8,40,2
35.57,4,32,2
31.92,6,46,2
34.99,4,40,2
90.33,6,48,1
31.52,4,52,2
20.81,3,22,2
82.03,0,32,1
50.93,9,52,2
84.99,6,48,1
29.99,5,48,2
17.18,6,24,2
64.12,2,68,1
73.93,7,44,1
62.27,2,26,1
57.87,9,58,2
44.99,5,48,2
63.16,1,22,1
36.46,9,58,2
29.99,7,42,2
11.25,9,60,2
39.98,8,48,2
34.99,9,40,2
30.51,1,32,2
10.09,6,32,2
11.37,9,52,2
47.59,6,46,2
35.45,4,56,2
37.26,4,46,2
50.94,6,54,2
87.61,5,38,1
35.24,4,52,2
65.27,7,42,1
35.34,8,44,2
49.24,6,38,2
76.22,7,50,1
54.94,6,50,2
37.81,6,34,2
19.33,8,38,2
52.13,4,38,2
19.47,9,36,2
81.41,8,38,1
33.12,7,48,2
29.99,6,50,2
10,4,66,2
39.44,8,52,2
42.68,5,54,2
103.98,6,40,1
36.56,9,58,2
40.01,6,54,2
35.7,5,24,2
20.65,6,34,2
43.48,9,48,2
34.99,3,36,2
35.3,3,68,2
35.24,4,50,2
46.25,6,64,2
36.45,7,46,2
50.23,9,44,2
29.99,5,40,2
10,6,46,2
117.83,8,46,1
32.28,6,52,2
61.96,3,40,1
36.54,3,38,2
35.8,5,58,2
41.34,1,22,2
30.84,7,58,2
44.69,6,28,2
31.11,1,78,2
10.89,9,54,2
94.97,5,50,1
60.53,6,58,2
89,7,28,1
10,8,30,2
27.82,5,52,2
73.83,4,26,1
40.4,9,46,2
75.14,7,38,1
30.13,0,18,2
45.21,6,32,2
30.48,6,50,2
11.7,9,50,2
29.99,6,28,2
55.02,6,68,2
90.06,9,56,1
37.66,9,60,2
40.8,8,44,2
10,6,32,2
39.49,8,48,2
115.37,5,48,1
29.22,9,52,2
34.99,6,52,2
40.65,6,54,2
34.99,4,42,2
60.59,4,54,2
36.72,9,72,2
10.29,7,52,2
76.1,9,60,1
92.8,5,32,1
10.3,6,58,2
10.53,6,42,2
70.89,7,28,1
19.99,6,58,2
80.14,7,48,1
89.69,9,34,1
60.19,5,38,2
34.99,5,46,2
22.49,7,82,2
59.97,5,26,1
60.24,9,32,2
53.99,9,72,2
35.3,6,56,2
83.8,1,48,1
10.74,3,30,2
30.84,1,58,2
52.59,6,40,2
58.16,6,50,2
55.77,0,20,2
13.81,3,36,2
10.19,4,58,2
61.65,8,42,1
56.4,0,26,2
38.99,8,30,2
69.99,4,38,1
77.21,7,42,1
86.43,2,38,1
72.22,2,34,1
37.09,5,32,2
30.91,9,52,2
42.57,4,38,2
33.9,3,60,2
11.16,6,48,2
56.76,2,36,2
42.95,5,42,2
29.99,5,46,2
35.16,2,52,2
16.43,6,58,2
30.26,9,50,2
34.99,6,54,2
35.48,6,40,2
37.77,7,48,2
52.34,9,54,2
40.03,1,28,2
41.88,7,48,2
66.01,9,52,1
37.39,5,70,2
50.09,0,42,2
51.01,3,34,2
30.36,6,46,2
64.1,4,58,1
10,5,34,2
79.69,6,52,1
48.12,6,44,2
51.48,9,52,2
30.69,4,28,2
20.72,1,80,2
29.99,3,46,2
35.55,7,56,2
30.48,8,44,2
39.38,4,44,2
72.53,5,40,1
41.95,2,30,2
30.24,5,30,2
72.63,9,40,1
40.64,7,44,2
30.26,5,32,2
34.99,3,26,2
29.35,4,34,2
27.41,8,44,2
58.23,6,26,2
90.23,6,46,1
37.55,9,24,2
33.85,4,58,2
30.26,6,42,2
54.94,9,46,2
22.98,4,44,2
73.17,7,40,1
41.48,9,30,2
42.49,6,34,2
58.6,3,50,2
34.99,6,48,2
64.91,6,82,1
34.99,9,24,2
35.55,6,50,2
30.73,4,42,2
25.91,9,52,2
40.73,6,42,2
35.55,8,46,2
35.24,5,50,2
33.99,3,42,2
35.24,7,54,2
41.89,9,54,2
54.23,4,58,2
38.62,1,48,2
34.87,4,28,2
49.99,7,52,2
37.55,2,40,2
47.63,4,50,2
88.12,7,48,1
41.14,8,66,2
94.03,4,26,1
38.23,6,26,2
29.99,7,40,2
35.2,6,44,2
50.06,7,48,2
39.99,3,32,2
72.8,6,40,1
85.11,6,28,1
43.91,9,52,2
34.99,3,32,2
34.99,6,30,2
35.19,4,26,2
47.8,9,48,2
55.99,5,54,2
32.51,7,50,2
81.3,6,42,1
38.84,6,24,2
77.37,6,34,1
34.99,6,34,2
50.58,8,22,2
29.99,6,36,2
45.48,6,24,2
47.77,0,32,2
10,6,56,2
34.99,6,32,2
35.3,8,64,2
39.96,7,52,2
30.64,7,56,2
100.23,4,58,1
34.31,3,36,2
52.64,6,52,2
51.75,3,44,2
42.93,3,32,2
29.99,4,52,2
45.54,9,52,2
84.92,4,30,1
44.19,6,32,2
34.35,4,48,2
34.99,4,40,2
45.67,0,22,2
58.59,7,56,2
34.99,4,40,2
32.55,8,66,2
30.26,5,84,2
65.75,3,24,1
43.6,5,38,2
51.15,0,38,2
56.58,9,46,2
99.21,6,46,1
23.48,6,42,2
86.69,9,64,1
34.99,6,54,2
35.98,6,38,2
37.81,4,34,2
37.8,7,30,2
70.98,7,46,1
50.09,6,46,2
60.19,7,46,2
10,5,50,2
35.97,6,46,2
35.4,8,48,2
37.49,6,42,2
38.99,7,44,2
25.06,9,34,2
122.83,6,46,1
39.6,2,32,2
33.24,4,30,2
60.53,6,64,2
12.36,7,32,2
11.25,6,54,2
36.53,7,44,2
35.09,7,56,2
39.99,9,32,2
35.73,5,58,2
39.38,3,72,2
19.99,7,66,2
71.46,4,50,1
10,9,48,2
12.32,5,24,2
71.44,7,48,1
17.64,2,32,2
58.84,9,44,2
29.99,9,54,2
10,8,48,2
46.8,7,38,2
30.26,9,58,2
81.21,1,30,1
42.95,5,42,2
37.71,7,48,2
57.62,6,40,2
31.68,7,46,2
49.99,9,62,2
30.43,7,80,2
38.6,8,56,2
10,5,78,2
54.73,9,40,2
29.99,9,54,2
30.24,7,60,2
10.16,8,34,2
37,6,30,2
12.18,7,54,2
35.09,6,30,2
73.39,3,22,1
32.75,6,50,2
39.09,9,54,2
42.56,8,26,2
34.99,8,36,2
42.27,8,44,2
35.19,5,50,2
53.36,2,30,2
29.99,9,44,2
34.19,8,32,2
48.99,3,52,2
49.17,0,18,2
50.09,5,56,2
34.99,6,50,2
88.77,6,50,1
137.31,2,44,1
38.99,5,28,2
38.44,8,50,2
44.77,4,32,2
37.88,6,48,2
40.85,9,38,2
39.99,6,46,2
36.48,3,28,2
36.18,6,34,2
29.99,0,24,2
77.48,7,48,1
46.37,4,72,2
36.96,9,52,2
11.5,9,62,2
48.11,6,22,2
51.6,4,36,2
39.86,5,30,2
14.22,9,42,2
10.49,9,34,2
53.32,4,50,2
34.99,6,26,2
35.24,3,26,2
60.53,8,38,2
13.34,6,38,2
100.31,6,42,1
92.56,6,54,1
16.36,5,30,2
36.66,8,40,2
85.5,5,38,1
58.82,1,28,2
35.3,3,46,2
77.66,2,36,1
71.51,1,26,1
35.84,9,48,2
33.2,9,48,2
16.27,8,40,2
30.48,6,26,2
34.99,5,48,2
102.39,6,54,1
113.03,9,52,1
21.56,7,34,2
56.03,7,36,2
44.73,6,56,2
37.36,6,72,2
34.99,8,62,2
27.4,9,34,2
41.99,6,60,2
49.99,9,58,2
85.8,6,30,1
31.77,7,60,2
10,1,22,2
37.59,6,40,2
51.37,1,52,2
10,4,22,2
10,6,40,2
45.48,7,36,2
34.28,7,30,2
34.99,6,46,2
44.77,1,44,2
35.56,2,58,2
34.99,6,36,2
10,9,58,2
61.16,5,60,2
10,3,52,2
77.9,9,54,1
54.18,8,46,2
52.36,8,64,2
24.91,6,60,2
28.46,5,62,2
35.64,1,32,2
48.9,4,30,2
59.99,5,58,2
35.55,6,44,2
10,6,58,2
42.59,9,52,2
56.14,6,36,2
97.95,5,42,1
70.34,4,32,1
38.06,1,48,2
37.98,7,48,2
30.26,1,38,2
97.19,7,30,1
51.53,6,50,2
55.44,6,24,2
36.91,6,64,2
62.38,1,84,2
43.8,7,28,2
41.29,7,46,2
30.53,7,44,2
76.21,6,34,1
46.2,4,46,2
38.05,5,22,2
10,6,46,2
34.99,3,40,2
39.9,2,76,2
54.25,2,52,2
52.81,6,58,2
61.78,8,28,1
58.84,5,48,2
36.59,6,34,2
35.24,8,26,2
41.31,4,40,2
38.68,6,24,2
39.7,6,56,2
29.99,6,50,2
53.99,4,50,2
14.25,2,62,2
26.24,5,54,2
51.59,5,44,2
35.83,9,66,2
65.99,6,28,1
35.3,1,78,2
12.24,1,24,2
42.62,3,52,2
43.17,5,50,2
46.55,5,46,2
37.12,3,40,2
49.1,8,22,2
35.62,2,50,2
53.63,9,54,2
51.47,7,56,2
96.7,5,58,1
84.11,9,50,1
53.23,9,32,2
86.69,4,62,1
63.78,6,36,1
116.71,5,46,1
10,5,40,2
40.93,7,38,2
35.6,6,56,2
51.89,1,44,2
11.24,7,34,2
35.3,6,56,2
19.99,4,70,2
37.95,6,36,2
45.33,6,38,2
49.87,6,50,2
38.75,5,38,2
34.99,5,42,2
45.24,3,44,2
46.45,6,42,2
30.26,4,48,2
10.7,6,48,2
11.74,7,28,2
10.44,3,30,2
102.78,5,22,1
28.49,9,58,2
34.99,6,28,2
34.99,8,34,2
32.58,5,40,2
29.99,7,54,2
86.99,8,24,1
30.18,8,28,2
10.09,9,58,2
56.42,7,32,2
59.48,3,32,2
35.25,6,34,2
35.09,9,50,2
34.99,8,40,2
61.67,9,52,1
70.42,8,46,1
102.8,2,38,1
60.24,7,22,1
29.99,6,60,2
29.99,9,60,2
67.81,8,50,1
48.42,4,38,2
34.99,5,24,2
41.34,4,46,2
34.99,9,60,2
34.05,4,44,2
37.27,4,36,2
34.99,3,64,2
37.09,7,40,2
16.48,5,52,2
28.54,4,54,2
34.99,1,40,2
60.28,7,46,2
32.97,8,50,2
33.99,6,48,2
34.99,3,24,2
38.97,5,48,2
90.48,6,54,1
42.09,5,58,2
36.62,6,52,2
59.99,8,40,2
57.15,4,66,2
34.99,9,64,2
10,5,30,2
58.97,0,20,2
26.54,3,38,2
69.86,9,60,1
54.2,3,32,2
82.41,5,38,1
38.74,5,56,2
35.35,6,26,2
70.59,6,60,1
44.73,6,76,2
53.67,6,48,2
34.99,8,56,2
15.25,3,44,2
100.44,9,44,1
31.2,9,52,2
41.42,8,36,2
34.99,6,56,2
70.11,8,42,1
13.53,9,60,2
72.8,6,36,1
92.42,8,52,1
37.8,6,38,2
48.25,4,44,2
36.16,3,52,2
74.44,9,56,1
46.52,4,46,2
10.25,6,44,2
49.69,9,30,2
36.73,2,34,2
52.9,9,54,2
30.26,9,60,2
10.25,9,48,2
38.31,4,42,2
43.78,5,36,2
102.95,4,42,1
34.99,6,54,2
35.25,5,64,2
63.33,6,30,1
31.11,7,44,2
10,5,46,2
35.24,9,46,2
86,9,38,1
10.09,9,48,2
64.61,9,52,1
73.78,9,44,1
80.39,3,60,1
34.31,9,40,2
94.22,7,44,1
40.25,6,36,2
39.97,7,54,2
62.08,7,24,1
45.29,7,28,2
104.36,8,26,1
19.99,8,50,2
89.97,7,44,1
72.75,9,58,1
35.24,6,50,2
30.24,7,36,2
30.26,3,76,2
88.79,4,40,1
74.99,3,22,1
37.68,7,44,2
10.19,8,42,2
43.41,1,46,2
38.94,2,36,2
35.24,7,44,2
134.49,8,40,1
34.99,6,38,2
44.99,8,70,2
44.25,9,36,2
10.09,7,68,2
32.84,7,62,2
35.73,6,36,2
34.99,8,48,2
50.41,6,64,2
35.48,5,52,2
39.99,5,56,2
53.23,8,54,2
34.99,7,38,2
41.07,3,30,2
59.99,2,32,2
10.83,7,48,2
41.64,6,36,2
51.74,4,36,2
37.49,5,28,2
34.99,6,48,2
68.17,6,26,1
72.09,8,30,1
23.89,6,48,2
35.19,9,50,2
37.06,5,56,2
35.55,9,40,2
123.78,7,48,1
55.77,2,22,2
30.07,6,40,2
31.75,5,84,2
60.62,4,68,2
35.24,3,42,2
36.36,6,26,2
39.2,5,44,2
54.29,3,32,2
54.2,4,28,2
68.51,9,42,1
70.06,6,44,1
216.93,0,40,3
76.73,1,46,1
49.99,6,38,2
58.2,5,26,2
30.52,9,38,2
34.99,7,40,2
11.67,8,44,2
39.55,6,40,2
90.38,7,48,1
36.75,7,52,2
32.94,6,50,2
30.67,7,52,2
44.25,3,42,2
83.39,6,40,1
36.29,7,38,2
73.91,6,36,1
49.05,4,44,2
76.02,6,44,1
33.52,6,36,2
39.3,4,46,2
20.17,4,42,2
35.78,7,50,2
35.3,5,72,2
34.99,5,40,2
34.99,3,66,2
44.23,5,48,2
66.58,5,56,1
35.34,5,48,2
63.97,9,42,1
34.99,5,74,2
39.16,5,50,2
38.99,6,58,2
10,9,44,2
43.78,4,52,2
30.26,5,56,2
69.99,6,42,1
53.75,9,50,2
40.71,7,44,2
50.79,6,28,2
