MonthlyRevenue,IncomeGroup,AgeHH1
50.87,1,32
38.82,3,58
32.81,9,34
30.95,9,58
10.25,6,30
12.54,6,28
53.29,5,38
63.99,4,44
29.99,7,50
38.95,5,46
59.5,9,48
35.24,6,26
30.48,9,38
32.19,4,42
30.43,1,64
19.99,9,58
34.48,9,52
65,3,40
72.89,6,54
61.44,9,48
32.58,9,52
65.83,9,54
56.45,6,58
19.99,3,40
55.75,1,40
39.63,3,28
30.48,7,42
78.76,9,44
29.99,6,42
25.09,1,22
29.99,6,46
54.99,9,38
45.63,1,56
74.74,9,44
32.02,7,56
49.99,8,46
56.58,9,36
84.87,5,52
87.22,3,44
73.42,8,56
37.03,4,36
39.99,9,54
31.67,6,44
69.97,3,24
92.28,6,52
49.99,7,50
40.06,3,52
14.2,4,66
67.97,8,56
73.53,7,56
82.94,1,38
67.37,6,26
13.76,6,48
30.1,6,48
61.31,7,32
41.22,6,56
32.44,6,48
30.18,6,26
10,3,40
15.18,7,50
30.51,6,34
10.53,7,42
37.35,3,40
35.16,6,46
52.62,5,32
45.1,1,44
33.89,7,46
45.26,6,30
45.35,0,48
35.3,8,54
64.48,6,34
30.38,1,64
61.12,2,24
30.44,9,40
11.69,8,30
29.66,7,38
65.77,9,42
29.99,4,68
119.47,9,32
29.99,9,40
49.99,2,24
30.24,7,64
30.52,4,22
44.41,9,58
36.07,9,28
55.24,4,60
47.66,7,50
32.7,9,56
61.12,8,40
45.91,1,20
29.99,5,48
18,4,42
50.44,4,42
54.33,2,36
42.49,5,38
29.99,5,34
56.25,6,32
30.48,6,56
96.21,7,52
30.75,0,32
59.9,7,36
87.28,3,80
22.74,6,38
35.12,9,46
59.34,8,36
34.59,3,58
65.97,6,52
38.4,2,32
49.99,8,26
51.89,4,52
46.73,6,30
46.9,7,38
14,7,48
36.32,5,48
57.13,7,48
38.9,5,58
20.67,7,52
60.8,8,32
34.09,9,28
46.4,7,42
76.82,9,34
38.99,5,48
55.78,3,58
48.91,6,54
4.84,6,70
78.03,5,60
33.84,9,36
47.19,1,42
30.08,6,38
32.83,6,28
29.99,9,52
30.59,9,58
29.99,6,32
36.3,3,52
34.81,4,40
29.99,5,50
19.11,8,28
62.73,6,32
37.14,7,48
41.96,6,48
41.45,6,54
30.26,5,54
68.44,9,38
35.34,6,52
10,7,46
30.26,7,58
29.99,6,64
29.99,7,48
34.73,1,58
10.1,6,44
60.23,9,40
50.69,3,46
30.48,9,52
30.24,9,48
49.99,3,56
31.43,5,36
59.99,1,28
57.09,8,40
30.73,4,68
37.9,6,40
50.12,6,42
31.86,9,60
38.2,9,40
47.78,7,46
29.99,7,38
40.73,6,26
56.09,5,36
30.26,7,64
14.09,6,38
50.44,2,30
29.99,6,36
49.37,5,34
81.72,5,54
94.36,9,52
10,3,50
71.03,0,24
48.86,1,24
25.87,7,36
25.88,7,34
52.13,6,30
30.24,5,70
30.26,4,38
76.65,1,34
35.21,7,52
35.41,5,52
60.98,6,26
72.49,4,48
51.12,0,24
52.01,6,50
60.51,8,46
72.99,5,48
34.23,3,56
85.07,9,52
47.96,4,32
34.63,3,26
30.48,6,26
30.26,9,50
36.97,0,32
54.78,5,52
45.02,6,48
31.6,6,56
41.4,8,36
29.99,4,64
62.72,6,54
14.99,8,52
44.23,5,48
32.61,1,44
98.67,6,34
30.47,7,50
38.3,9,34
46.9,3,48
33.99,6,24
39.7,9,46
17.59,6,50
30.53,4,50
31.43,8,58
30.48,9,58
28.18,6,30
39.83,6,34
82.57,8,32
48.36,7,58
10.32,3,46
56.09,6,28
57.04,9,52
39.26,5,42
19.79,5,26
32.85,0,20
24.83,9,58
32.21,6,36
41.72,9,50
44.56,7,56
96.8,6,44
30.29,9,40
52.96,6,36
55.43,6,48
18.54,9,60
81.65,6,46
50.24,3,44
33.99,7,36
29.99,6,58
27.79,1,26
41.01,7,28
26.69,5,26
30.36,6,34
84.99,9,48
59.94,9,32
29.99,6,54
30.09,1,32
40.67,8,52
29.99,3,44
19.99,2,66
29.99,5,40
49.99,4,28
112.61,5,58
34.48,9,62
77.3,5,42
38.86,4,40
29.99,7,56
18,7,34
38.52,6,46
30.34,6,28
65.64,7,38
30.51,6,52
35.92,4,28
10.55,1,60
56.25,3,66
29.99,6,56
41.15,6,24
43.69,6,50
33.76,4,40
88.6,7,62
31,3,48
43.06,4,42
54.4,6,42
29.99,6,72
31.18,3,80
37.1,6,36
63.38,7,26
30.26,5,50
30.73,6,40
41.12,7,76
56.98,9,42
10.76,4,38
89.12,7,44
33.86,7,30
90.79,6,36
11.24,0,22
50.48,7,52
33.29,6,32
34.73,4,30
102.23,4,36
32.39,6,28
60.32,0,24
29.99,9,72
32.31,6,56
37.5,6,40
61.2,4,32
30.48,6,30
36.06,5,34
30.57,7,52
33.99,6,46
30.18,7,36
32.27,9,50
35.51,3,38
42.16,1,54
42.03,4,38
33.95,4,34
19.29,6,34
55.54,6,34
84.81,8,48
34.51,3,28
29.99,8,48
32.23,8,28
50.07,9,48
88.22,4,34
33.02,5,42
41.08,4,38
66.03,5,26
103.31,6,24
55.63,6,32
34.99,7,48
80.79,4,34
30.75,3,30
80.94,6,30
50.24,7,44
29.99,5,30
10.44,8,56
38.3,5,30
74.64,3,40
44.83,5,40
61.09,4,52
39.49,6,54
62.91,7,52
46.3,6,36
40.19,5,44
10,7,58
31.21,5,46
68.66,5,64
42.69,4,44
97.28,4,30
25.82,3,44
67.23,5,34
37.78,7,40
29.99,6,26
29.67,7,26
42.99,2,28
29.99,9,60
63.01,8,52
112.56,6,50
49.99,9,58
17.5,6,28
31.23,7,66
39.7,4,24
71.64,8,40
33.08,4,40
34.48,5,42
83.2,7,44
58.74,4,46
34.24,5,62
45.02,8,40
55.12,5,48
48.37,7,44
116.29,3,22
35.43,8,40
88.85,1,52
12.47,6,50
43.12,6,42
19.99,4,50
49.63,8,50
57.96,7,34
36.58,6,34
29.99,6,72
27.68,6,42
37.18,0,30
55.38,4,30
65.67,5,50
41.57,3,44
29.99,7,46
42.92,1,74
45.21,5,22
35.48,7,32
33.85,6,36
33.48,6,40
39.79,2,24
36.75,8,34
47.12,4,24
47.68,3,26
29.99,8,36
30.24,6,38
54.73,4,22
59.12,6,36
23.25,1,44
81.03,5,20
60.53,7,40
72.53,9,54
33.81,4,28
37.57,1,70
31.52,7,74
28,6,62
35.08,9,40
29.99,6,60
29.99,9,70
61.1,8,54
93.21,6,34
31.41,5,54
27.41,8,72
34.63,1,42
38.06,4,46
75.03,5,48
29.99,5,70
48.1,1,34
30.79,9,56
103.25,7,52
10,3,32
66.14,0,18
58.43,5,46
36.03,1,42
56.72,3,34
42.31,6,66
40.4,6,62
35.06,9,38
58.58,6,62
20.6,6,24
39.99,8,34
42.5,3,28
39.75,3,18
18.56,5,56
33.07,5,56
69.97,5,32
52.58,8,50
53.91,4,40
39.17,4,46
105.98,7,54
40.29,8,38
40.15,6,32
29.99,6,48
10,5,28
30.25,4,58
54.07,1,44
31.56,4,34
95.84,6,36
87.4,1,28
35.95,8,36
36.65,6,82
32.93,9,34
51.72,7,36
73.79,4,54
36.44,6,62
52.54,3,34
32.7,6,46
11.36,3,70
78.65,9,58
34.99,5,52
30.75,9,42
30.48,9,30
55.46,8,56
66.35,5,40
33.94,4,38
81.87,0,24
68.99,9,38
31.3,6,46
29.99,6,46
29.99,6,38
47.46,6,32
33.12,7,34
29.99,5,48
7.75,9,46
105.33,9,38
52.36,8,30
75.52,6,22
30.95,3,20
30.24,6,44
82.15,9,58
30.43,6,36
51.22,4,44
33.24,3,34
35.47,8,32
44.66,7,34
31,6,46
23.89,9,38
51.25,6,52
34.2,4,42
62.7,6,18
71.23,0,30
43.06,4,38
30.48,6,46
40.2,4,24
29.99,2,22
35.07,4,46
53.73,8,36
35.61,8,48
30.48,9,34
29.99,6,42
29.99,7,64
30.09,7,40
33.92,4,48
70.63,3,50
51.18,8,42
30.98,6,52
116.29,9,50
44.81,9,56
59.7,9,56
25.8,6,54
81.76,6,52
31.24,7,50
30.24,6,60
29.99,5,28
30.95,1,38
73.14,6,34
34.99,8,36
43.62,6,24
41.08,4,66
35.7,5,48
32.74,7,48
100.83,4,36
10,3,58
29.99,9,30
32.7,6,30
29.99,6,42
66.94,1,40
73.72,9,50
29.99,6,34
96.65,8,54
64.06,9,50
37.54,1,50
29.43,7,40
81.47,9,38
14.28,4,54
30.73,5,42
44.72,4,36
29.99,6,30
51.7,8,34
33.99,6,52
86,4,30
39.42,9,58
65.64,6,28
49.16,6,44
85.24,6,34
63.95,6,48
14.99,6,38
51.81,9,48
49.22,2,26
36.64,7,50
55.71,4,32
29.99,4,72
46.75,6,38
34.1,3,32
44.75,7,28
30.77,6,38
33.98,4,44
32.13,1,50
62.28,6,56
40.44,1,74
31.21,7,40
80.1,6,52
79.79,8,38
40.69,8,40
61.04,6,56
43.6,8,36
29.34,4,60
10,2,66
39.99,4,30
13.9,6,52
60.91,2,30
19.99,6,36
39.1,6,36
83.07,6,32
19.82,4,32
78.07,4,26
64.53,5,38
35.3,7,56
19.99,6,34
38.58,6,52
78.07,4,38
29.99,7,78
31.48,6,48
20.15,7,50
30.55,3,48
55.38,7,58
31.18,7,32
72.93,8,26
37.78,1,28
30.18,6,60
60.85,6,50
11.6,9,44
30.67,4,70
75.11,6,34
79.24,4,28
20.05,6,34
54.88,1,36
32.69,6,50
45.23,4,56
55.62,9,38
61.12,9,42
38.22,3,68
24.37,9,50
105.53,6,32
30.38,4,42
58.99,7,36
29.99,2,66
42.91,5,32
17.59,1,38
121.78,6,36
74.99,6,40
29.99,3,38
29.99,6,44
68.01,2,44
36.26,9,52
119.94,2,38
74.99,0,44
39.99,2,54
49.99,6,44
29.99,9,50
30.31,7,62
30.48,6,38
30.98,6,30
35.24,4,28
50.09,7,40
33.92,9,58
54.99,7,54
56.23,8,56
52.03,6,42
35.3,3,38
84.52,3,30
54.6,1,52
62.71,6,28
37.4,6,58
83.14,4,32
29.99,7,38
30.51,9,46
66.25,0,32
9,3,42
35.54,9,44
54.77,9,50
41.16,6,46
10.09,9,70
33.88,7,38
54.88,6,40
49.99,7,32
35.63,1,32
36.08,9,60
44.33,5,34
30.06,6,34
47.8,8,50
48.95,2,24
50.24,9,56
33.66,4,36
30.49,7,40
35.68,9,54
8,9,50
46.03,6,54
55.45,8,54
90.82,7,48
55.17,9,50
13.69,4,44
10.09,6,36
48.81,4,38
45.13,9,54
59.99,4,36
66,5,34
35.04,4,52
29.99,9,32
72.65,7,40
41.25,8,48
95.85,6,46
50.98,7,42
29.99,4,44
39.99,5,24
87.46,5,78
19.99,8,58
32.79,0,42
60.92,3,28
49.48,1,56
53.83,2,50
73.81,5,52
92.2,6,46
58.59,6,46
29.99,0,52
35.3,4,72
76.54,7,24
74.99,1,44
65.03,4,52
29.99,2,34
76.67,9,38
148.15,6,64
69.26,7,52
10.38,1,22
28.98,6,56
63.27,1,40
35.09,6,48
39.16,6,30
54.64,6,48
34.99,4,50
45.48,3,60
74.99,3,66
45.62,6,44
49.99,7,50
68.86,8,32
31.71,5,78
37.28,9,50
60.89,6,32
50.48,6,70
30.33,6,46
29.99,9,42
35.24,9,36
63.72,1,86
30.46,6,30
50.85,8,22
34.99,7,46
29.99,3,32
10.38,5,40
51.05,5,50
48.19,6,24
78.94,4,42
32.98,5,24
34.19,3,40
10,5,42
30.44,3,48
75.83,9,32
51.52,0,22
28.39,1,24
29.73,2,58
49.99,6,42
44.67,4,26
34.06,1,20
68.49,4,30
83.88,6,38
135.38,1,40
50.69,5,46
54.6,7,50
30.25,8,52
42.59,6,46
111.75,9,34
39.93,9,48
13.91,9,40
149.26,6,40
31.48,4,78
40.23,5,38
34.99,5,34
45.59,7,26
66.24,1,22
49.18,4,32
10,7,28
19.24,1,42
65.53,7,34
45.52,2,22
32.35,3,30
50.73,4,34
99.11,6,60
43.97,6,50
81.21,4,32
29.99,7,42
10,9,56
23.99,7,22
10,4,46
72.83,3,34
56.53,9,58
54.94,6,26
34.99,4,28
53.45,6,44
59.97,7,44
32.79,9,46
49.99,5,74
62.82,5,50
37.16,6,40
29.99,7,62
51.43,4,26
41.12,1,34
10.09,7,40
62.42,2,38
46.91,6,50
32.08,1,32
31.66,7,40
55.46,5,50
35.47,7,34
50.43,5,32
68.72,1,46
95.1,9,42
78.13,7,58
29.83,8,44
29.99,4,32
32.07,9,42
31.94,3,30
33.99,2,46
79.91,5,28
39.61,4,48
31,4,48
37.6,7,44
29.99,6,50
29.99,7,56
60.11,5,46
44.99,8,40
10.1,9,38
22.49,8,48
29.99,8,58
30.18,5,40
30.03,8,52
76.23,4,40
77.1,7,38
44.78,7,52
17.71,5,46
46.26,1,50
36.56,6,52
32.08,5,26
41.66,6,30
66.54,6,60
33.72,7,32
29.99,9,48
16.54,6,24
77.19,8,38
43.52,6,30
65.22,8,24
35.77,6,34
69.99,9,32
38.92,5,54
49.67,8,44
144.13,6,36
30.51,4,56
58.34,6,38
30.95,6,26
35.2,8,44
30.09,6,40
45.56,6,28
53.52,6,28
35.65,6,40
21.45,5,50
31.38,5,64
56.54,7,60
35.43,4,58
49.99,6,56
35.34,2,28
69.99,6,24
30.46,6,38
30.26,9,26
36.55,6,52
52.1,7,50
26.24,8,38
10,5,30
56.76,3,26
41.99,4,44
49.94,5,28
30.26,6,48
29.99,3,70
29.99,1,62
103.53,4,40
32.7,9,38
64.48,9,38
81.45,5,34
30.43,9,70
16.61,6,30
16.12,5,68
45.66,7,42
10.09,7,66
32.78,7,50
134.39,6,30
38.99,9,50
46.01,5,26
30.36,8,52
35.79,3,56
61.22,6,38
52.18,6,48
44.63,9,52
35.24,4,72
84.1,7,56
99.06,2,30
97.55,5,26
70.24,4,28
34.24,3,36
79.67,6,40
63.38,6,80
52.33,6,36
32.43,4,28
52.97,6,36
28.23,6,40
34.41,1,60
10.25,7,36
41.97,3,48
114.69,2,24
34.15,2,42
55.78,3,38
23.86,6,30
39.6,7,40
98.37,6,44
60.28,6,30
45.09,5,28
10,9,42
38.99,3,46
37.07,4,30
38.32,7,44
29.99,6,60
43.02,1,42
59.83,6,32
34.48,6,56
46.54,7,36
19.99,8,54
15.6,9,48
52.47,5,36
50.38,0,46
83.46,1,28
40.49,5,54
31.32,6,48
43.13,6,52
64.92,6,44
47.25,9,34
50.7,9,44
91.83,1,26
43.2,2,24
65.75,4,32
20.03,9,44
71.09,7,30
47.22,1,50
33.99,5,30
56.69,9,50
37.22,4,62
11.48,7,40
115.4,9,42
57.99,5,28
121.52,4,44
52.22,3,44
35.76,4,46
38.86,6,50
44.09,0,42
41.57,3,30
44.88,3,58
50.14,9,32
30.03,7,38
71.55,1,36
65.22,6,44
10.16,6,48
80.53,4,48
53.55,3,34
57.7,6,46
64.36,1,34
30.43,9,52
85.41,6,50
12.54,9,42
36.72,9,46
30.73,5,68
39.9,7,22
10.49,7,28
29.99,6,64
34.41,1,44
34.99,8,60
38.45,4,58
36.48,9,54
35.25,6,50
56.86,3,64
75.85,5,38
98.72,4,50
30.24,4,48
35.82,3,26
71.07,6,30
179.03,9,48
94.58,7,54
32.31,9,52
67.71,7,56
52.88,4,24
34.99,6,32
37.77,8,50
52.08,6,42
35.52,6,42
101.88,4,28
22.5,9,50
30.26,4,46
53.51,6,24
35.3,7,52
94.39,0,32
51.3,2,56
81.23,5,36
29.99,1,80
61.66,1,42
30.31,9,56
39.99,2,36
69.07,5,54
64.62,6,60
29.99,9,46
109.51,4,48
10.85,9,60
29.99,6,58
30.09,5,48
10.25,6,48
62.3,5,26
29.49,3,40
38.23,7,26
100.64,5,32
60.24,7,30
11.31,6,46
72.25,5,24
64.37,7,38
34.99,4,68
38.45,6,24
35.24,5,42
34.24,6,38
39.77,8,36
29.99,4,82
31.71,6,50
39.31,1,54
22.41,4,52
39.25,4,52
31.24,6,48
52.44,1,34
10,9,48
108.5,1,50
41.72,3,44
46.64,6,34
32.3,6,50
35.09,6,46
42.87,7,38
38.99,6,46
35.52,5,48
38.37,6,26
37.99,4,30
53.99,1,30
37.91,3,46
20.18,6,58
39.99,5,40
58.27,5,68
36.02,8,42
113.06,5,30
34.99,6,42
95.94,5,24
31.05,3,74
79.56,9,54
10.58,5,38
45.88,3,50
33.24,6,24
31.83,2,28
49.99,2,34
75.07,4,28
33.53,9,50
52.51,7,36
10,9,50
59.04,6,38
86.86,4,40
10.09,5,56
60.24,7,52
59.99,9,46
50.68,7,54
35.55,8,36
92.89,6,52
38.99,3,56
10,6,24
59.52,3,36
61.68,6,30
44.13,7,52
49.99,7,44
33.99,7,52
39.8,3,50
68.74,5,48
39.09,3,58
41.84,3,30
30.59,6,40
39.35,4,22
74.74,9,54
150.41,5,42
39.24,4,28
35.19,4,48
63.39,4,52
45.09,6,68
10,6,50
35.06,6,40
39.28,4,34
45.2,6,30
60.28,4,46
34.99,6,32
31.04,7,46
46.54,8,44
30.09,9,54
34.99,9,38
35.81,4,68
36.1,5,60
38.09,4,26
30.88,7,50
118.53,6,32
50.44,4,24
58.44,4,64
36.02,6,60
12.74,5,42
51.4,6,32
34.99,6,22
45.11,7,42
64.17,4,46
60.4,8,36
50.44,6,60
53.44,3,30
36.3,9,48
49.23,9,44
45.24,6,32
49.99,7,52
42.48,4,42
70.39,3,28
36.65,6,32
30.26,6,34
64.4,6,42
43.18,9,32
56.09,5,54
68.36,3,44
59.08,8,44
77.87,8,32
40.46,4,54
57.16,1,36
34.99,8,58
63.98,7,52
51.17,2,44
10.74,6,32
42.64,3,44
43.03,2,58
85.19,4,20
64.96,3,24
29.99,2,54
82.97,5,42
30.98,8,36
72.35,5,42
30.75,6,46
37.83,2,26
59.99,6,56
11.08,9,44
31.98,7,22
15.04,6,48
37.88,1,40
87.62,8,42
60.09,7,40
42.59,5,34
47.21,6,40
35.48,4,40
49.45,8,50
54.33,7,44
59.19,4,20
55.23,3,28
30.51,9,74
35.09,7,54
36.15,6,32
61.96,6,52
17.81,6,32
20.17,6,76
84.99,6,56
14,6,34
19.24,9,50
43.91,4,36
86.86,5,36
72.78,6,28
55.28,6,50
40.15,4,22
39.24,7,30
37.86,6,40
48.48,6,36
34.26,8,34
41.56,3,62
80.53,6,28
52.34,2,34
55.91,9,46
35.8,4,36
44.99,9,40
30.26,9,52
34.09,1,22
35.5,4,40
82.03,3,52
31.32,6,52
10.58,9,30
44.16,5,58
43.78,9,52
24.36,1,30
34.99,7,42
40.33,9,56
10,9,52
57,3,34
99.82,6,60
79.62,6,50
35.24,7,54
100.73,1,26
33.76,6,26
60.24,7,50
61.13,5,26
10.49,7,48
39.86,6,36
88.7,7,32
35.3,6,62
74.48,7,36
23.39,6,40
44.36,6,48
19.99,5,64
79.22,6,50
68.49,9,58
73.71,5,44
91.67,2,48
30.41,5,54
84.81,3,44
35.62,6,60
56.43,1,60
53.35,9,54
60.98,7,48
24.36,9,64
61.48,5,30
53.99,7,28
29.74,4,46
39.07,8,28
29.99,6,36
36.41,3,36
30.51,4,30
40.38,4,52
30.28,5,46
13.82,3,50
10,6,48
10.09,9,58
58.12,6,42
60.53,6,44
14.25,3,34
77.24,0,26
30.19,3,26
60.48,3,42
10.59,5,28
18.32,4,20
23.99,7,30
24.6,6,32
94.73,6,50
49.35,6,52
84.41,8,64
49.99,6,48
34.99,9,46
23.71,4,46
38.99,6,44
36.23,0,34
30.34,2,48
42.3,6,46
35.48,4,62
67.23,1,56
10.09,6,32
60.31,6,46
33.99,6,52
29.7,4,48
68.03,5,74
66.24,3,58
32.62,7,32
121.63,7,34
94.3,9,38
11.48,6,44
30.24,9,60
31.3,5,34
35.3,9,50
56.53,4,58
36.25,3,42
30.26,6,34
32.33,1,38
62.71,9,38
39.66,7,52
65.16,7,40
35.3,9,54
31.39,5,32
60.48,9,40
76.61,6,42
37.78,4,36
44.99,6,56
42.42,7,56
10,5,28
32.21,7,48
44.58,3,30
35.73,3,32
35.41,4,38
55.04,7,44
34.99,5,50
35.24,5,34
35.24,3,44
11.76,7,46
34.17,6,50
44.99,6,48
29.99,7,58
84.67,4,32
60.73,3,40
75.67,4,50
51.5,6,24
55.55,1,36
86.23,2,50
68.75,4,54
28.51,8,50
34.99,6,48
53.58,9,58
102.22,6,44
10,6,38
59.2,9,42
46.88,1,26
149.89,6,32
30.26,6,58
64.1,6,46
47.16,5,34
62.51,6,52
34.99,3,68
34.99,7,34
54.18,8,48
49.99,6,46
30.33,6,32
34.99,5,48
10,6,38
86.8,7,42
47.44,5,46
42.26,3,28
132.46,9,30
34.99,6,20
74.99,2,32
39.73,3,66
53.06,9,44
76.34,5,56
30.26,6,58
130.61,5,38
41.48,9,36
113.44,6,46
35.3,9,56
60.98,7,50
29.99,6,28
25.75,7,52
33.99,9,48
45.98,7,56
53.58,6,54
10.25,7,42
71.84,6,52
28.74,8,46
34.99,8,22
42.74,4,36
32.94,6,48
35.47,8,42
47.41,9,48
68.11,9,60
97.67,7,30
50.81,5,50
57.02,7,24
35.19,7,28
10.16,9,56
37.51,6,38
40.04,7,48
87.38,5,52
19.36,4,38
36.14,9,58
10,4,26
32.07,6,38
36.07,7,30
36.24,9,48
35.46,7,56
54.8,8,52
11.5,4,60
58.09,6,40
52.3,5,26
34.19,6,62
40.74,5,54
84.42,7,40
46.37,6,26
62.6,7,56
50.04,3,40
38.49,9,54
34.99,3,30
30.09,7,34
53.52,5,48
37.17,7,50
51.92,7,54
39.65,8,52
31.2,6,50
50.19,7,48
34.99,9,50
88.11,1,40
35.38,6,40
61.43,8,56
35.65,7,62
36.1,1,56
35.99,4,50
92.1,7,52
22.32,6,70
40.11,7,24
34.99,9,54
35.3,7,20
64.78,1,24
146.44,3,52
42.29,7,52
72.08,4,52
50.73,6,32
33.99,5,48
34.45,5,54
38.66,6,32
35.09,6,58
41.47,3,24
58.74,7,34
35.69,6,50
59.99,9,58
39.3,6,70
33.05,1,48
34.99,6,52
43.37,5,48
45.38,9,46
84.99,6,20
56.85,6,50
54.75,6,50
14.09,9,46
30.95,8,34
100.19,6,38
36.59,9,58
29.99,4,28
17.36,4,34
29.99,6,60
38.99,6,66
85.24,7,32
49.24,8,34
84.54,6,46
36.16,6,48
43.2,9,46
59.84,6,44
41.23,9,52
51.72,6,44
35.48,5,50
42.47,6,40
57.07,1,20
33.78,7,42
30.26,5,60
63.97,6,32
29.99,9,18
100.6,5,46
66.44,0,20
35.8,5,24
39.79,1,46
41.02,2,30
34.99,9,36
37.95,7,42
41.08,7,52
36.91,6,46
39.3,3,64
110.64,0,24
69.99,6,60
27.49,9,50
37.58,1,28
36.8,6,30
18.19,6,46
86.75,2,40
75.89,0,36
39.99,5,30
34.99,6,30
39.55,6,48
80.65,5,38
67.26,9,50
35.48,9,44
34.77,2,44
35.3,2,30
43.15,6,54
49.13,5,54
62.92,6,60
35.39,6,42
10.34,3,68
55.67,5,48
31.41,4,52
34.99,7,48
18.84,9,50
66.95,6,30
45.52,1,56
44.99,7,46
86.24,6,30
33.99,8,46
29.99,6,54
35.24,5,42
12.05,8,32
98.14,7,54
79.87,7,44
41.3,8,48
37.16,6,50
50.09,0,64
60.73,6,36
46.06,1,38
33.24,4,28
34.99,9,30
31.21,8,50
53.98,0,32
59.99,8,48
43.43,5,56
45.73,6,54
34.99,4,32
34.51,1,44
65.81,6,32
35.8,6,44
48.37,7,70
76.03,5,50
13.44,7,52
34.99,7,30
65.16,5,60
38.42,0,38
29.99,2,36
40.59,3,48
12.81,7,38
23.85,4,34
10,9,58
34.99,8,30
35.31,6,40
51.85,9,26
30.51,9,46
59.37,5,46
47.52,4,40
34.99,6,66
35.09,5,50
49.07,4,40
62.62,5,64
10.83,5,40
11.57,9,40
80.3,9,60
40.04,6,54
36.5,6,36
35.55,3,36
34.42,2,42
36.04,4,26
30.88,2,28
10.55,5,50
47.08,4,50
90.09,4,34
35.41,4,46
74.73,9,34
34.99,9,48
45.25,6,38
36.46,9,52
54.35,7,38
34.99,5,44
56.43,9,48
34.99,6,46
12.1,6,34
30.44,6,54
35.25,0,22
76.63,3,44
48.99,6,48
102.5,4,20
59.11,9,62
79.71,9,44
30.48,5,60
54.3,5,30
75.01,7,34
43.3,5,52
39.15,9,42
33.99,7,36
45.33,7,42
38.62,9,48
40.05,6,30
45.14,6,26
40.8,2,24
56.29,5,48
43.57,7,48
84.31,8,36
34.99,6,56
29.99,3,60
21.58,6,38
34.99,1,36
36.15,7,60
125.73,6,32
59.65,6,46
18.17,6,74
30.26,6,48
42.25,7,56
30.64,6,52
61.03,3,38
10.09,8,50
37.8,6,48
37.14,2,60
10.09,5,66
58.47,6,34
34.99,6,32
50.58,3,32
77.59,7,44
29.99,8,50
35.55,2,26
37.23,6,34
63.99,5,38
71.25,8,52
10.74,9,38
10.34,7,52
38.28,9,48
10.1,9,58
61.41,4,42
37.73,6,60
10,6,42
19.99,2,60
29.99,9,52
36.2,6,40
44.17,6,54
12.3,7,32
29.99,6,66
72.75,7,28
10,7,30
30.26,6,34
46.57,7,36
29.29,7,46
37.82,5,58
79.66,3,62
17.89,9,44
30.24,9,30
81.19,6,24
34.48,6,48
22.67,6,38
52.59,6,34
72.04,3,26
60.71,6,38
37.25,5,34
35.14,9,44
35.15,9,46
25.5,6,44
93.08,6,68
38.34,6,24
10.74,6,42
50.69,6,28
76.52,1,32
53.05,9,48
43.69,8,52
57.63,6,32
10.09,6,62
34.99,7,26
47.33,9,36
53.55,6,54
29.99,5,76
33.01,6,56
35.09,6,62
35.31,9,56
104.94,9,40
41.21,9,38
74.07,2,54
7.5,7,68
38.99,5,32
29.99,9,80
79.43,5,38
184.32,9,38
34.99,1,72
20.44,6,38
40.98,5,36
90.03,6,52
30.24,7,84
29.08,7,62
40.3,1,46
57,5,52
85.02,9,36
62.81,7,50
19.99,3,40
32.23,9,58
62.72,4,52
30.24,9,52
33.74,7,56
35.24,7,50
60.11,7,48
53.39,3,60
111.61,1,38
36.79,8,36
34.99,1,30
30.36,8,46
49.64,5,42
34.99,8,58
29.99,3,28
35.3,8,50
10.62,1,24
10,7,40
35.55,3,24
59.99,6,52
35.19,7,60
10,6,32
34.99,8,48
31.04,8,38
10.25,9,32
42.63,7,50
43.34,7,28
106.55,5,62
21.24,4,88
35.19,7,40
38.38,4,54
28.38,7,30
215.84,6,34
160.17,7,32
44.92,4,28
83.44,4,38
35.55,9,54
30.09,7,58
15,6,46
29.99,6,30
53.47,6,52
51.6,1,32
54.2,7,28
70.03,6,30
48.58,9,36
43.4,9,32
45.03,6,34
23.48,6,28
60.74,5,32
54.35,6,38
44.62,4,30
29.99,6,50
39.28,7,70
37,5,32
41.86,5,42
11.19,7,44
118.5,3,44
21.43,4,80
37.04,5,50
34.99,4,76
35.15,3,38
35.3,9,48
10.74,4,36
10,9,50
61.48,4,46
34.99,0,42
36.04,4,44
39.48,4,72
44.38,7,28
34.99,5,58
30.41,1,22
122.35,4,36
10.86,4,22
30.26,9,60
123.11,5,40
80.78,5,32
10.09,7,46
10.34,6,34
69.11,8,42
32.71,7,42
35.65,6,40
45.45,8,38
75.64,6,34
31.87,6,36
59.85,9,54
44.99,3,32
33.99,4,48
69.17,6,22
76.39,6,34
36.39,5,42
49.16,8,58
32.58,4,24
34.99,9,36
66.14,4,44
68.84,7,30
50.98,4,54
46.13,3,38
10,3,70
76.7,4,30
46.08,4,46
39.86,6,32
35.5,9,36
29.99,2,70
29.02,7,52
10,7,32
44.75,7,52
56.8,5,36
33.99,8,48
37.49,6,78
35.34,9,60
29.99,7,48
38.33,5,32
36.04,4,36
50.48,4,60
38.09,6,26
115.72,9,30
35.26,6,38
32.78,3,74
29.99,7,42
52.51,6,24
49.99,6,56
66.01,5,32
41.34,6,52
34.99,6,48
56.57,6,38
29.99,4,32
39.31,6,42
33.01,7,54
47.28,6,34
152.76,7,36
12.72,9,48
44.02,6,20
